エピソード,ランダム率,平均報酬,直近成功率,最良経路長,手数
2715,0.2574,-9.8773,0.0667,経路未発見,40
2716,0.2572,-9.8533,0.0667,経路未発見,25
2717,0.2571,-9.8253,0.0667,経路未発見,20
2718,0.257,-9.8653,0.0667,経路未発見,24
2719,0.2569,-9.86,0.0667,経路未発見,16
2720,0.2567,-10.0413,0.0667,経路未発見,64
2721,0.2566,-10,0.0667,経路未発見,4
2722,0.2565,-9.9733,0.0667,経路未発見,17
2723,0.2563,-10.0427,0.0667,経路未発見,34
2724,0.2562,-10.0333,0.0667,経路未発見,27
2725,0.2561,-9.9307,0.0667,経路未発見,21
2726,0.256,-10.1667,0.0667,経路未発見,72
2727,0.2558,-9.9947,0.0667,経路未発見,18
2728,0.2557,-10.0067,0.0667,経路未発見,42
2729,0.2556,-9.408,0.1,経路未発見,57
2730,0.2554,-9.968,0.0667,経路未発見,20
2731,0.2553,-9.992,0.0667,経路未発見,31
2732,0.2552,-10.0427,0.0667,経路未発見,39
2733,0.2551,-10.0427,0.0667,経路未発見,20
2734,0.2549,-9.5253,0.1,経路未発見,61
2735,0.2548,-9.4093,0.1,経路未発見,17
2736,0.2547,-9.364,0.1,経路未発見,17
2737,0.2546,-9.3347,0.1,経路未発見,32
2738,0.2544,-9.2893,0.1,経路未発見,41
2739,0.2543,-9.492,0.1,経路未発見,71
2740,0.2542,-9.9653,0.0667,経路未発見,19
2741,0.254,-10.092,0.0667,経路未発見,37
2742,0.2539,-10.152,0.0667,経路未発見,63
2743,0.2538,-10.176,0.0667,経路未発見,31
2744,0.2537,-10.2373,0.0667,経路未発見,48
2745,0.2535,-10.2213,0.0667,経路未発見,27
2746,0.2534,-10.1747,0.0667,経路未発見,15
2747,0.2533,-10.2267,0.0667,経路未発見,27
2748,0.2532,-10.1307,0.0667,経路未発見,41
2749,0.253,-10.2147,0.0667,経路未発見,20
2750,0.2529,-10.0733,0.0667,経路未発見,24
2751,0.2528,-10.1467,0.0667,経路未発見,22
2752,0.2527,-10.176,0.0667,経路未発見,24
2753,0.2525,-10.1293,0.0667,経路未発見,28
2754,0.2524,-10.3267,0.0667,経路未発見,66
2755,0.2523,-10.3707,0.0667,経路未発見,29
2756,0.2521,-10.208,0.0667,経路未発見,46
2757,0.252,-10.1987,0.0667,経路未発見,29
2758,0.2519,-10.2067,0.0667,経路未発見,57
2759,0.2518,-10.8533,0.0333,経路未発見,15
2760,0.2516,-11.024,0.0333,経路未発見,79
2761,0.2515,-11.0427,0.0333,経路未発見,42
2762,0.2514,-10.9627,0.0333,経路未発見,45
2763,0.2513,-10.984,0.0333,経路未発見,17
2764,0.2511,-10.8533,0.0333,経路未発見,58
2765,0.251,-10.832,0.0333,経路未発見,16
2766,0.2509,-10.8573,0.0333,経路未発見,23
2767,0.2508,-10.7787,0.0333,経路未発見,14
2768,0.2506,-10.7493,0.0333,経路未発見,22
2769,0.2505,-10.4747,0.0333,経路未発見,4
2770,0.2504,-10.5333,0.0333,経路未発見,29
2771,0.2503,-10.488,0.0333,経路未発見,25
2772,0.2501,-9.8027,0.0667,経路未発見,56
2773,0.25,-9.7773,0.0667,経路未発見,45
2774,0.2499,-9.7213,0.0667,経路未発見,19
2775,0.2498,-9.8907,0.0667,経路未発見,38
2776,0.2496,-9.9,0.0667,経路未発見,16
2777,0.2495,-9.908,0.0667,経路未発見,37
2778,0.2494,-9.8733,0.0667,経路未発見,18
2779,0.2493,-9.7747,0.0667,経路未発見,12
2780,0.2491,-9.8093,0.0667,経路未発見,23
2781,0.249,-9.844,0.0667,経路未発見,41
2782,0.2489,-9.892,0.0667,経路未発見,25
2783,0.2488,-9.876,0.0667,経路未発見,23
2784,0.2486,-9.6893,0.0667,経路未発見,24
2785,0.2485,-9.6213,0.0667,経路未発見,26
2786,0.2484,-9.588,0.0667,経路未発見,21
2787,0.2483,-9.688,0.0667,経路未発見,25
2788,0.2481,-9.6467,0.0667,経路未発見,38
2789,0.248,-9.7653,0.0667,経路未発見,29
2790,0.2479,-9.5453,0.0667,経路未発見,19
2791,0.2478,-9.5427,0.0667,経路未発見,38
2792,0.2476,-9.6587,0.0667,経路未発見,25
2793,0.2475,-9.6747,0.0667,経路未発見,46
2794,0.2474,-10.3827,0.0333,経路未発見,24
2795,0.2473,-10.332,0.0333,経路未発見,6
2796,0.2472,-10.3227,0.0333,経路未発見,21
2797,0.247,-10.2533,0.0333,経路未発見,9
2798,0.2469,-10.2013,0.0333,経路未発見,5
2799,0.2468,-10.2827,0.0333,経路未発見,33
2800,0.2467,-10.264,0.0333,経路未発見,31
2801,0.2465,-10.1907,0.0333,経路未発見,29
2802,0.2464,-10.7933,0,経路未発見,21
2803,0.2463,-10.852,0,経路未発見,32
2804,0.2462,-10.8493,0,経路未発見,17
2805,0.246,-10.6547,0,経路未発見,14
2806,0.2459,-10.6747,0,経路未発見,58
2807,0.2458,-10.64,0,経路未発見,30
2808,0.2457,-10.0027,0.0333,経路未発見,61
2809,0.2456,-10.036,0.0333,経路未発見,19
2810,0.2454,-9.9307,0.0333,経路未発見,4
2811,0.2453,-9.8707,0.0333,経路未発見,16
2812,0.2452,-9.8813,0.0333,経路未発見,22
2813,0.2451,-9.912,0.0333,経路未発見,17
2814,0.2449,-9.9347,0.0333,経路未発見,27
2815,0.2448,-9.9587,0.0333,経路未発見,17
2816,0.2447,-9.8693,0.0333,経路未発見,7
2817,0.2446,-9.7973,0.0333,経路未発見,29
2818,0.2444,-9.6747,0.0333,経路未発見,7
2819,0.2443,-9.5907,0.0333,経路未発見,18
2820,0.2442,-9.6333,0.0333,経路未発見,21
2821,0.2441,-9.556,0.0333,経路未発見,27
2822,0.244,-9.3973,0.0333,経路未発見,19
2823,0.2438,-9.3853,0.0333,経路未発見,18
2824,0.2437,-9.3013,0.0333,経路未発見,6
2825,0.2436,-9.388,0.0333,経路未発見,43
2826,0.2435,-9.4027,0.0333,経路未発見,47
2827,0.2434,-9.4133,0.0333,経路未発見,24
2828,0.2432,-9.576,0.0333,経路未発見,59
2829,0.2431,-9.568,0.0333,経路未発見,22
2830,0.243,-8.9933,0.0667,経路未発見,65
2831,0.2429,-8.9973,0.0667,経路未発見,18
2832,0.2427,-9.008,0.0667,経路未発見,26
2833,0.2426,-9,0.0667,経路未発見,57
2834,0.2425,-8.9787,0.0667,経路未発見,24
2835,0.2424,-9.1147,0.0667,経路未発見,44
2836,0.2423,-9.1293,0.0667,経路未発見,27
2837,0.2421,-9.1147,0.0667,経路未発見,16
2838,0.242,-9.7613,0.0333,経路未発見,19
2839,0.2419,-9.824,0.0333,経路未発見,38
2840,0.2418,-9.2827,0.0667,経路未発見,61
2841,0.2417,-9.348,0.0667,経路未発見,28
2842,0.2415,-9.2667,0.0667,経路未発見,16
2843,0.2414,-9.18,0.0667,経路未発見,5
2844,0.2413,-9.0813,0.0667,経路未発見,4
2845,0.2412,-9.108,0.0667,経路未発見,30
2846,0.241,-9.1947,0.0667,経路未発見,19
2847,0.2409,-9.3467,0.0667,経路未発見,61
2848,0.2408,-9.4253,0.0667,経路未発見,17
2849,0.2407,-9.4227,0.0667,経路未発見,32
2850,0.2406,-9.3147,0.0667,経路未発見,4
2851,0.2404,-9.3,0.0667,経路未発見,38
2852,0.2403,-9.352,0.0667,経路未発見,18
2853,0.2402,-9.4147,0.0667,経路未発見,42
2854,0.2401,-9.4867,0.0667,経路未発見,29
2855,0.24,-9.5293,0.0667,経路未発見,65
2856,0.2398,-9.424,0.0667,経路未発見,4
2857,0.2397,-9.472,0.0667,経路未発見,34
2858,0.2396,-9.328,0.0667,経路未発見,51
2859,0.2395,-9.2547,0.0667,経路未発見,4
2860,0.2394,-9.788,0.0333,経路未発見,20
2861,0.2392,-9.828,0.0333,経路未発見,38
2862,0.2391,-9.8187,0.0333,経路未発見,16
2863,0.239,-9.872,0.0333,経路未発見,64
2864,0.2389,-9.856,0.0333,経路未発見,28
2865,0.2388,-9.8827,0.0333,経路未発見,60
2866,0.2387,-9.8907,0.0333,経路未発見,18
2867,0.2385,-9.9187,0.0333,経路未発見,24
2868,0.2384,-9.2853,0.0667,経路未発見,52
2869,0.2383,-9.256,0.0667,経路未発見,23
2870,0.2382,-9.86,0.0333,経路未発見,34
2871,0.2381,-9.932,0.0333,経路未発見,63
2872,0.2379,-9.9453,0.0333,経路未発見,31
2873,0.2378,-9.3413,0.0667,経路未発見,51
2874,0.2377,-8.7467,0.1,経路未発見,59
2875,0.2376,-8.7507,0.1,経路未発見,27
2876,0.2375,-8.108,0.1333,経路未発見,51
2877,0.2373,-7.9707,0.1333,経路未発見,22
2878,0.2372,-7.9187,0.1333,経路未発見,8
2879,0.2371,-7.9493,0.1333,経路未発見,22
2880,0.237,-8.0293,0.1333,経路未発見,17
2881,0.2369,-8.0493,0.1333,経路未発見,27
2882,0.2367,-7.988,0.1333,経路未発見,38
2883,0.2366,-7.4013,0.1667,経路未発見,76
2884,0.2365,-7.5133,0.1667,経路未発見,45
2885,0.2364,-7.4493,0.1667,経路未発見,42
2886,0.2363,-7.5373,0.1667,経路未発見,36
2887,0.2362,-7.5107,0.1667,経路未発見,20
2888,0.236,-7.5627,0.1667,経路未発見,21
2889,0.2359,-7.0773,0.2,経路未発見,65
2890,0.2358,-7.1307,0.2,経路未発見,22
2891,0.2357,-7.1373,0.2,経路未発見,45
2892,0.2356,-7.3387,0.2,経路未発見,88
2893,0.2355,-7.2213,0.2,経路未発見,39
2894,0.2353,-7.2453,0.2,経路未発見,22
2895,0.2352,-7.124,0.2,経路未発見,27
2896,0.2351,-7.136,0.2,経路未発見,21
2897,0.235,-7.34,0.2,経路未発見,62
2898,0.2349,-8.0547,0.1667,経路未発見,21
2899,0.2347,-7.9467,0.1667,経路未発見,43
2900,0.2346,-7.9667,0.1667,経路未発見,23
2901,0.2345,-8.0293,0.1667,経路未発見,69
2902,0.2344,-7.9347,0.1667,経路未発見,4
2903,0.2343,-8.624,0.1333,経路未発見,18
2904,0.2342,-9.2973,0.1,経路未発見,42
2905,0.234,-9.2213,0.1,経路未発見,7
2906,0.2339,-9.8413,0.0667,経路未発見,36
2907,0.2338,-9.8413,0.0667,経路未発見,22
2908,0.2337,-9.8133,0.0667,経路未発見,4
2909,0.2336,-9.7493,0.0667,経路未発見,24
2910,0.2335,-9.7507,0.0667,経路未発見,28
2911,0.2333,-9.7853,0.0667,経路未発見,30
2912,0.2332,-9.8693,0.0667,経路未発見,25
2913,0.2331,-9.8133,0.0667,経路未発見,72
2914,0.233,-9.6787,0.0667,経路未発見,21
2915,0.2329,-9.6133,0.0667,経路未発見,6
2916,0.2328,-9.5667,0.0667,経路未発見,29
2917,0.2326,-9.684,0.0667,経路未発見,45
2918,0.2325,-9.688,0.0667,経路未発見,34
2919,0.2324,-10.2747,0.0333,経路未発見,18
2920,0.2323,-9.544,0.0667,経路未発見,52
2921,0.2322,-9.5227,0.0667,経路未発見,16
2922,0.2321,-9.3147,0.0667,経路未発見,17
2923,0.2319,-9.3667,0.0667,経路未発見,30
2924,0.2318,-9.3813,0.0667,経路未発見,16
2925,0.2317,-9.4853,0.0667,経路未発見,62
2926,0.2316,-9.4987,0.0667,経路未発見,28
2927,0.2315,-9.2973,0.0667,経路未発見,12
2928,0.2314,-9.2507,0.0667,経路未発見,18
2929,0.2312,-9.3373,0.0667,経路未発見,18
2930,0.2311,-9.3413,0.0667,経路未発見,16
2931,0.231,-9.1507,0.0667,経路未発見,29
2932,0.2309,-9.2493,0.0667,経路未発見,20
2933,0.2308,-9.164,0.0667,経路未発見,5
2934,0.2307,-9.208,0.0667,経路未発見,67
2935,0.2306,-9.356,0.0667,経路未発見,36
2936,0.2304,-9.348,0.0667,経路未発見,41
2937,0.2303,-9.2693,0.0667,経路未発見,8
2938,0.2302,-9.368,0.0667,経路未発見,20
2939,0.2301,-9.3947,0.0667,経路未発見,21
2940,0.23,-9.424,0.0667,経路未発見,44
2941,0.2299,-9.5493,0.0667,経路未発見,69
2942,0.2298,-9.5493,0.0667,経路未発見,34
2943,0.2296,-9.4987,0.0667,経路未発見,53
2944,0.2295,-9.6067,0.0667,経路未発見,44
2945,0.2294,-9.7133,0.0667,経路未発見,20
2946,0.2293,-9.128,0.1,経路未発見,59
2947,0.2292,-8.9787,0.1,経路未発見,9
2948,0.2291,-8.976,0.1,経路未発見,24
2949,0.2289,-8.9667,0.1,経路未発見,52
2950,0.2288,-9.744,0.0667,経路未発見,29
2951,0.2287,-9.7933,0.0667,経路未発見,66
2952,0.2286,-9.8267,0.0667,経路未発見,34
2953,0.2285,-9.836,0.0667,経路未発見,52
2954,0.2284,-9.7733,0.0667,経路未発見,44
2955,0.2283,-9.616,0.0667,経路未発見,7
2956,0.2281,-9.6093,0.0667,経路未発見,61
2957,0.228,-9.62,0.0667,経路未発見,43
2958,0.2279,-9.6467,0.0667,経路未発見,53
2959,0.2278,-9.6453,0.0667,経路未発見,35
2960,0.2277,-9.716,0.0667,経路未発見,33
2961,0.2276,-9.8067,0.0667,経路未発見,48
2962,0.2275,-9.824,0.0667,経路未発見,19
2963,0.2274,-9.896,0.0667,経路未発見,28
2964,0.2272,-9.948,0.0667,経路未発見,26
2965,0.2271,-9.9333,0.0667,経路未発見,22
2966,0.227,-9.836,0.0667,経路未発見,38
2967,0.2269,-9.3427,0.1,経路未発見,63
2968,0.2268,-9.316,0.1,経路未発見,31
2969,0.2267,-9.3133,0.1,経路未発見,15
2970,0.2266,-9.472,0.1,経路未発見,78
2971,0.2264,-9.296,0.1,経路未発見,43
2972,0.2263,-9.2373,0.1,経路未発見,19
2973,0.2262,-9.7907,0.0667,経路未発見,7
2974,0.2261,-9.7053,0.0667,経路未発見,24
2975,0.226,-9.1027,0.1,経路未発見,59
2976,0.2259,-9.7987,0.0667,経路未発見,34
2977,0.2258,-9.8467,0.0667,経路未発見,21
2978,0.2257,-9.848,0.0667,経路未発見,31
2979,0.2255,-9.8333,0.0667,経路未発見,19
2980,0.2254,-9.7467,0.0667,経路未発見,22
2981,0.2253,-9.6133,0.0667,経路未発見,6
2982,0.2252,-9.584,0.0667,経路未発見,26
2983,0.2251,-9.5027,0.0667,経路未発見,21
2984,0.225,-9.5933,0.0667,経路未発見,24
2985,0.2249,-9.6387,0.0667,経路未発見,17
2986,0.2248,-9.6213,0.0667,経路未発見,25
2987,0.2246,-9.6,0.0667,経路未発見,22
2988,0.2245,-9.5587,0.0667,経路未発見,17
2989,0.2244,-9.628,0.0667,経路未発見,26
2990,0.2243,-8.956,0.1,経路未発見,62
2991,0.2242,-8.9253,0.1,経路未発見,35
2992,0.2241,-8.8093,0.1,経路未発見,4
2993,0.224,-8.816,0.1,経路未発見,19
2994,0.2239,-8.076,0.1333,経路未発見,62
2995,0.2237,-8.0587,0.1333,経路未発見,18
2996,0.2236,-8.2613,0.1333,経路未発見,51
2997,0.2235,-8.816,0.1,経路未発見,39
2998,0.2234,-8.8267,0.1,経路未発見,27
2999,0.2233,-8.8,0.1,経路未発見,18
3000,0.2232,-8.628,0.1,経路未発見,25
3001,0.2231,-8.656,0.1,経路未発見,35
3002,0.223,-8.7,0.1,経路未発見,28
3003,0.2228,-8.868,0.1,経路未発見,32
3004,0.2227,-9.0653,0.1,経路未発見,73
3005,0.2226,-9.7,0.0667,経路未発見,25
3006,0.2225,-9.7707,0.0667,経路未発見,55
3007,0.2224,-9.84,0.0667,経路未発見,23
3008,0.2223,-9.8053,0.0667,経路未発見,36
3009,0.2222,-9.7293,0.0667,経路未発見,7
3010,0.2221,-9.7427,0.0667,経路未発見,17
3011,0.222,-9.8587,0.0667,経路未発見,38
3012,0.2218,-9.8587,0.0667,経路未発見,55
3013,0.2217,-9.9067,0.0667,経路未発見,31
3014,0.2216,-9.904,0.0667,経路未発見,30
3015,0.2215,-9.2387,0.1,経路未発見,60
3016,0.2214,-9.2333,0.1,経路未発見,33
3017,0.2213,-9.204,0.1,経路未発見,19
3018,0.2212,-9.1707,0.1,経路未発見,25
3019,0.2211,-9.0787,0.1,経路未発見,27
3020,0.221,-9.7,0.0667,経路未発見,22
3021,0.2209,-9.6907,0.0667,経路未発見,73
3022,0.2207,-9.7747,0.0667,経路未発見,18
3023,0.2206,-9.8627,0.0667,経路未発見,45
3024,0.2205,-10.6653,0.0333,経路未発見,41
3025,0.2204,-10.572,0.0333,経路未発見,17
3026,0.2203,-10.4667,0.0333,経路未発見,17
3027,0.2202,-9.744,0.0667,経路未発見,51
3028,0.2201,-9.7707,0.0667,経路未発見,31
3029,0.22,-9.7253,0.0667,経路未発見,4
3030,0.2199,-9.756,0.0667,経路未発見,35
3031,0.2197,-9.7507,0.0667,経路未発見,18
3032,0.2196,-9.752,0.0667,経路未発見,26
3033,0.2195,-9.6893,0.0667,経路未発見,26
3034,0.2194,-9.416,0.0667,経路未発見,5
3035,0.2193,-9.3893,0.0667,経路未発見,20
3036,0.2192,-9.2107,0.0667,経路未発見,31
3037,0.2191,-9.06,0.0667,経路未発見,5
3038,0.219,-9.06,0.0667,経路未発見,36
3039,0.2189,-9.1067,0.0667,経路未発見,24
3040,0.2188,-9.0307,0.0667,経路未発見,5
3041,0.2187,-9.1027,0.0667,経路未発見,51
3042,0.2185,-9.0267,0.0667,経路未発見,6
3043,0.2184,-8.9947,0.0667,経路未発見,33
3044,0.2183,-8.9867,0.0667,経路未発見,28
3045,0.2182,-9.7093,0.0333,経路未発見,24
3046,0.2181,-9.7213,0.0333,経路未発見,45
3047,0.218,-9.7693,0.0333,経路未発見,28
3048,0.2179,-9.776,0.0333,経路未発見,16
3049,0.2178,-9.7827,0.0333,経路未発見,22
3050,0.2177,-9.74,0.0333,経路未発見,33
3051,0.2176,-9.7733,0.0333,経路未発見,46
3052,0.2175,-9.9067,0.0333,経路未発見,79
3053,0.2173,-9.952,0.0333,経路未発見,56
3054,0.2172,-9.8053,0.0333,経路未発見,26
3055,0.2171,-9.204,0.0667,経路未発見,55
3056,0.217,-8.6827,0.1,経路未発見,62
3057,0.2169,-9.3427,0.0667,経路未発見,9
3058,0.2168,-8.7427,0.1,経路未発見,61
3059,0.2167,-8.9147,0.1,経路未発見,56
3060,0.2166,-9.0427,0.1,経路未発見,59
3061,0.2165,-9.0387,0.1,経路未発見,46
3062,0.2164,-9.0547,0.1,経路未発見,16
3063,0.2163,-9.2747,0.1,経路未発見,74
3064,0.2162,-9.3813,0.1,経路未発見,39
3065,0.216,-9.368,0.1,経路未発見,18
3066,0.2159,-8.6867,0.1333,経路未発見,46
3067,0.2158,-8.7533,0.1333,経路未発見,36
3068,0.2157,-8.8227,0.1333,経路未発見,55
3069,0.2156,-8.9213,0.1333,経路未発見,74
3070,0.2155,-9.0093,0.1333,経路未発見,20
3071,0.2154,-8.2133,0.1667,経路未発見,51
3072,0.2153,-8.3253,0.1667,経路未発見,28
3073,0.2152,-8.3067,0.1667,経路未発見,44
3074,0.2151,-8.6013,0.1667,経路未発見,57
3075,0.215,-8.576,0.1667,経路未発見,43
3076,0.2149,-8.5747,0.1667,経路未発見,21
3077,0.2148,-8.7027,0.1667,経路未発見,60
3078,0.2146,-8.736,0.1667,経路未発見,41
3079,0.2145,-8.8187,0.1667,経路未発見,28
3080,0.2144,-8.8213,0.1667,経路未発見,19
3081,0.2143,-8.6813,0.1667,経路未発見,7
3082,0.2142,-8.5347,0.1667,経路未発見,24
3083,0.2141,-8.3987,0.1667,経路未発見,21
3084,0.214,-8.3867,0.1667,経路未発見,22
3085,0.2139,-9.0187,0.1333,経路未発見,35
3086,0.2138,-9.532,0.1,経路未発見,15
3087,0.2137,-9.5773,0.1,経路未発見,19
3088,0.2136,-10.1067,0.0667,経路未発見,39
3089,0.2135,-9.984,0.0667,経路未発見,19
3090,0.2134,-9.7787,0.0667,経路未発見,18
3091,0.2133,-9.8333,0.0667,経路未発見,42
3092,0.2131,-9.7493,0.0667,経路未発見,32
3093,0.213,-9.4787,0.0667,経路未発見,26
3094,0.2129,-9.6413,0.0667,経路未発見,68
3095,0.2128,-9.6013,0.0667,経路未発見,35
3096,0.2127,-9.7053,0.0667,経路未発見,67
3097,0.2126,-9.716,0.0667,経路未発見,24
3098,0.2125,-9.7547,0.0667,経路未発見,31
3099,0.2124,-9.7,0.0667,経路未発見,33
3100,0.2123,-9.66,0.0667,経路未発見,21
3101,0.2122,-10.3933,0.0333,経路未発見,50
3102,0.2121,-10.34,0.0333,経路未発見,18
3103,0.212,-10.5133,0.0333,経路未発見,68
3104,0.2119,-10.304,0.0333,経路未発見,67
3105,0.2118,-10.2773,0.0333,経路未発見,33
3106,0.2117,-10.3107,0.0333,経路未発見,50
3107,0.2116,-10.1267,0.0333,経路未発見,46
3108,0.2114,-10.0707,0.0333,経路未発見,6
3109,0.2113,-10.0307,0.0333,経路未発見,20
3110,0.2112,-9.9653,0.0333,経路未発見,7
3111,0.2111,-9.9627,0.0333,経路未発見,5
3112,0.211,-10.0893,0.0333,経路未発見,58
3113,0.2109,-10.0733,0.0333,経路未発見,20
3114,0.2108,-10.08,0.0333,経路未発見,25
3115,0.2107,-9.996,0.0333,経路未発見,5
3116,0.2106,-10.04,0.0333,経路未発見,24
3117,0.2105,-9.436,0.0667,経路未発見,51
3118,0.2104,-9.4467,0.0667,経路未発見,27
3119,0.2103,-9.5453,0.0667,経路未発見,20
3120,0.2102,-9.58,0.0667,経路未発見,17
3121,0.2101,-9.5333,0.0667,経路未発見,43
3122,0.21,-9.5867,0.0667,経路未発見,22
3123,0.2099,-9.5333,0.0667,経路未発見,6
3124,0.2098,-9.4373,0.0667,経路未発見,27
3125,0.2097,-9.4227,0.0667,経路未発見,21
3126,0.2096,-10.028,0.0333,経路未発見,19
3127,0.2094,-9.9973,0.0333,経路未発見,18
3128,0.2093,-9.9187,0.0333,経路未発見,27
3129,0.2092,-9.8787,0.0333,経路未発見,17
3130,0.2091,-9.9093,0.0333,経路未発見,19
3131,0.209,-9.8347,0.0333,経路未発見,20
3132,0.2089,-9.8467,0.0333,経路未発見,14
3133,0.2088,-9.672,0.0333,経路未発見,16
3134,0.2087,-9.5667,0.0333,経路未発見,34
3135,0.2086,-9.628,0.0333,経路未発見,29
3136,0.2085,-9.5973,0.0333,経路未発見,34
3137,0.2084,-9.5973,0.0333,経路未発見,33
3138,0.2083,-8.972,0.0667,経路未発見,55
3139,0.2082,-8.9467,0.0667,経路未発見,18
3140,0.2081,-8.4573,0.1,経路未発見,63
3141,0.208,-8.52,0.1,経路未発見,39
3142,0.2079,-8.4053,0.1,経路未発見,19
3143,0.2078,-8.4133,0.1,経路未発見,22
3144,0.2077,-8.416,0.1,経路未発見,23
3145,0.2076,-8.5333,0.1,経路未発見,47
3146,0.2075,-8.492,0.1,経路未発見,45
3147,0.2074,-9.048,0.0667,経路未発見,7
3148,0.2073,-9.0973,0.0667,経路未発見,32
3149,0.2072,-8.9893,0.0667,経路未発見,26
3150,0.2071,-9.016,0.0667,経路未発見,22
3151,0.2069,-8.9333,0.0667,経路未発見,4
3152,0.2068,-8.2293,0.1,経路未発見,49
3153,0.2067,-8.3547,0.1,経路未発見,39
3154,0.2066,-8.4533,0.1,経路未発見,77
3155,0.2065,-8.5853,0.1,経路未発見,34
3156,0.2064,-8.5133,0.1,経路未発見,4
3157,0.2063,-8.5173,0.1,経路未発見,27
3158,0.2062,-8.4493,0.1,経路未発見,5
3159,0.2061,-8.516,0.1,経路未発見,49
3160,0.206,-8.4853,0.1,経路未発見,29
3161,0.2059,-8.6213,0.1,経路未発見,27
3162,0.2058,-8.6667,0.1,経路未発見,49
3163,0.2057,-8.6187,0.1,経路未発見,4
3164,0.2056,-8.1,0.1333,経路未発見,61
3165,0.2055,-7.9827,0.1333,経路未発見,44
3166,0.2054,-7.872,0.1333,経路未発見,4
3167,0.2053,-7.928,0.1333,経路未発見,29
3168,0.2052,-8.6707,0.1,経路未発見,37
3169,0.2051,-8.6347,0.1,経路未発見,36
3170,0.205,-9.1213,0.0667,経路未発見,5
3171,0.2049,-9.1947,0.0667,経路未発見,40
3172,0.2048,-9.156,0.0667,経路未発見,19
3173,0.2047,-9.1453,0.0667,経路未発見,22
3174,0.2046,-9.0587,0.0667,経路未発見,7
3175,0.2045,-8.9413,0.0667,経路未発見,5
3176,0.2044,-8.9987,0.0667,経路未発見,60
3177,0.2043,-9.1213,0.0667,経路未発見,34
3178,0.2042,-9.0613,0.0667,経路未発見,27
3179,0.2041,-9.0733,0.0667,経路未発見,17
3180,0.204,-9.052,0.0667,経路未発見,29
3181,0.2039,-9.096,0.0667,経路未発見,15
3182,0.2038,-9.7987,0.0333,経路未発見,31
3183,0.2037,-9.748,0.0333,経路未発見,19
3184,0.2036,-9.632,0.0333,経路未発見,36
3185,0.2035,-9.532,0.0333,経路未発見,18
3186,0.2034,-9.5693,0.0333,経路未発見,28
3187,0.2033,-9.58,0.0333,経路未発見,48
3188,0.2032,-9.696,0.0333,経路未発見,76
3189,0.2031,-9.7053,0.0333,経路未発見,39
3190,0.203,-9.7187,0.0333,経路未発見,24
3191,0.2029,-9.584,0.0333,経路未発見,47
3192,0.2027,-9.536,0.0333,経路未発見,40
3193,0.2026,-9.632,0.0333,経路未発見,26
3194,0.2025,-10.1747,0,経路未発見,41
3195,0.2024,-9.632,0.0333,経路未発見,57
3196,0.2023,-9.684,0.0333,経路未発見,25
3197,0.2022,-9.768,0.0333,経路未発見,24
3198,0.2021,-9.7573,0.0333,経路未発見,61
3199,0.202,-9.856,0.0333,経路未発見,50
3200,0.2019,-9.948,0.0333,経路未発見,21
3201,0.2018,-9.86,0.0333,経路未発見,13
3202,0.2017,-9.888,0.0333,経路未発見,27
3203,0.2016,-9.9093,0.0333,経路未発見,15
3204,0.2015,-9.9627,0.0333,経路未発見,19
3205,0.2014,-9.3907,0.0667,経路未発見,56
3206,0.2013,-9.388,0.0667,経路未発見,22
3207,0.2012,-9.3413,0.0667,経路未発見,23
3208,0.2011,-9.3547,0.0667,経路未発見,17
3209,0.201,-9.38,0.0667,経路未発見,39
3210,0.2009,-9.2893,0.0667,経路未発見,4
3211,0.2008,-9.3427,0.0667,経路未発見,25
3212,0.2007,-9.32,0.0667,経路未発見,19
3213,0.2006,-9.3253,0.0667,経路未発見,27
3214,0.2005,-9.2507,0.0667,経路未発見,17
3215,0.2004,-9.2733,0.0667,経路未発見,34
3216,0.2003,-9.2853,0.0667,経路未発見,15
3217,0.2002,-9.304,0.0667,経路未発見,18
3218,0.2001,-9.2453,0.0667,経路未発見,38
3219,0.2,-8.52,0.1,経路未発見,57
3220,0.1999,-7.8333,0.1333,経路未発見,54
3221,0.1998,-7.828,0.1333,経路未発見,23
3222,0.1997,-7.8413,0.1333,経路未発見,22
3223,0.1996,-7.8467,0.1333,経路未発見,18
3224,0.1995,-7.8813,0.1333,経路未発見,44
3225,0.1994,-8.5027,0.1,経路未発見,17
3226,0.1993,-8.532,0.1,経路未発見,20
3227,0.1992,-8.412,0.1,経路未発見,39
3228,0.1991,-8.3507,0.1,経路未発見,20
3229,0.199,-8.4,0.1,経路未発見,35
3230,0.1989,-8.36,0.1,経路未発見,18
3231,0.1988,-8.312,0.1,経路未発見,5
3232,0.1987,-8.3507,0.1,経路未発見,27
3233,0.1986,-8.3667,0.1,経路未発見,40
3234,0.1985,-8.3627,0.1,経路未発見,22
3235,0.1984,-8.9987,0.0667,経路未発見,26
3236,0.1983,-9.036,0.0667,経路未発見,47
3237,0.1982,-9.0347,0.0667,経路未発見,20
3238,0.1981,-9.012,0.0667,経路未発見,7
3239,0.198,-8.9333,0.0667,経路未発見,5
3240,0.1979,-9.0147,0.0667,経路未発見,24
3241,0.1978,-9.068,0.0667,経路未発見,56
3242,0.1977,-8.9947,0.0667,経路未発見,5
3243,0.1976,-9.1093,0.0667,経路未発見,26
