エピソード,ランダム率,平均報酬,直近成功率,最良経路長,手数
1,1,-13.6,0,経路未発見,28
2,0.9995,-22.96,0,経路未発見,97
3,0.999,-21.9467,0,経路未発見,34
4,0.9985,-29.17,0,経路未発見,144
5,0.998,-24.952,0,経路未発見,4
6,0.9975,-22.4333,0,経路未発見,10
7,0.997,-29.2457,0,経路未発見,303
8,0.9965,-33.69,0,経路未発見,207
9,0.996,-34.2711,0,経路未発見,112
10,0.9955,-37.988,0,経路未発見,258
11,0.995,-39.0654,0,経路未発見,136
12,0.9945,-36.65,0,経路未発見,16
13,0.994,-35.1046,0,経路未発見,45
14,0.9935,-35.9142,0,経路未発見,167
15,0.993,-37.168,0,経路未発見,182
16,0.9925,-39.4225,0,経路未発見,210
17,0.992,-39.7976,0,経路未発見,161
18,0.9915,-41.1333,0,経路未発見,196
19,0.991,-40.7452,0,経路未発見,109
20,0.9905,-40.858,0,経路未発見,157
21,0.99,-39.6133,0,経路未発見,18
22,0.9896,-38.8945,0,経路未発見,67
23,0.9891,-38.8817,0,経路未発見,133
24,0.9886,-37.875,0,経路未発見,37
25,0.9881,-38.3504,0,経路未発見,115
26,0.9876,-37.623,0,経路未発見,41
27,0.9871,-36.72,0,経路未発見,21
28,0.9866,-35.8657,0,経路未発見,27
29,0.9861,-35.6013,0,経路未発見,91
30,0.9856,-34.8306,0,経路未発見,19
31,0.9851,-37.4226,0,経路未発見,352
32,0.9846,-38.4226,0,経路未発見,201
33,0.9841,-38.5266,0,経路未発見,93
34,0.9836,-37.2733,0,経路未発見,21
35,0.9831,-40.3586,0,経路未発見,342
36,0.9826,-40.8466,0,経路未発見,53
37,0.9822,-40.0453,0,経路未発見,151
38,0.9817,-38.5293,0,経路未発見,50
39,0.9812,-38.58,0,経路未発見,112
40,0.9807,-37.2133,0,経路未発見,71
41,0.9802,-36.148,0,経路未発見,42
42,0.9797,-38.288,0,経路未発見,217
43,0.9792,-39.7093,0,経路未発見,180
44,0.9787,-38.9693,0,経路未発見,66
45,0.9782,-37.8253,0,経路未発見,65
46,0.9777,-35.7333,0,経路未発見,7
47,0.9773,-34.8573,0,経路未発見,24
48,0.9768,-33.4667,0,経路未発見,82
49,0.9763,-32.7787,0,経路未発見,35
50,0.9758,-32.172,0,経路未発見,94
51,0.9753,-32.284,0,経路未発見,45
52,0.9748,-32.476,0,経路未発見,97
53,0.9743,-33.5866,0,経路未発見,308
54,0.9738,-34.128,0,経路未発見,77
55,0.9734,-36.1553,0,経路未発見,483
56,0.9729,-36.078,0,経路未発見,40
57,0.9724,-36.3247,0,経路未発見,71
58,0.9719,-37.3807,0,経路未発見,116
59,0.9714,-37.1633,0,経路未発見,59
60,0.9709,-37.1927,0,経路未発見,41
61,0.9704,-35.6087,0,経路未発見,171
62,0.97,-33.9793,0,経路未発見,24
63,0.9695,-33.7673,0,経路未発見,41
64,0.969,-34.0727,0,経路未発見,58
65,0.9685,-31.5273,0,経路未発見,50
66,0.968,-31.7193,0,経路未発見,64
67,0.9675,-30.9753,0,経路未発見,54
68,0.967,-31.7647,0,経路未発見,167
69,0.9666,-31.7567,0,経路未発見,163
70,0.9661,-31.538,0,経路未発見,69
71,0.9656,-31.878,0,経路未発見,86
72,0.9651,-30.33,0,経路未発見,80
73,0.9646,-31.8953,0,経路未発見,423
74,0.9642,-31.6073,0,経路未発見,21
75,0.9637,-31.2393,0,経路未発見,17
76,0.9632,-32.6967,0,経路未発見,181
77,0.9627,-32.5607,0,経路未発見,36
78,0.9622,-32.262,0,経路未発見,19
79,0.9617,-36.9047,0,経路未発見,483
80,0.9613,-36.3793,0,経路未発見,9
81,0.9608,-36.8207,0,経路未発見,122
82,0.9603,-36.3047,0,経路未発見,21
83,0.9598,-35.9233,0,経路未発見,212
84,0.9593,-36.094,0,経路未発見,115
85,0.9589,-35.0893,0,経路未発見,333
86,0.9584,-36.4427,0,経路未発見,221
87,0.9579,-37.1653,0,経路未発見,119
88,0.9574,-36.2133,0,経路未発見,29
89,0.9569,-35.8693,0,経路未発見,10
90,0.9565,-35.968,0,経路未発見,39
91,0.956,-34.8693,0,経路未発見,17
92,0.9555,-36.4213,0,経路未発見,191
93,0.955,-36.396,0,経路未発見,29
94,0.9546,-36.164,0,経路未発見,17
95,0.9541,-35.768,0,経路未発見,17
96,0.9536,-35.12,0,経路未発見,15
97,0.9531,-35.5493,0,経路未発見,110
98,0.9526,-34.904,0,経路未発見,72
99,0.9522,-37.4807,0,経路未発見,483
100,0.9517,-36.99,0,経路未発見,14
101,0.9512,-36.694,0,経路未発見,54
102,0.9507,-36.8113,0,経路未発見,92
103,0.9503,-34.4113,0,経路未発見,105
104,0.9498,-34.4953,0,経路未発見,29
105,0.9493,-34.846,0,経路未発見,54
106,0.9488,-33.522,0,経路未発見,31
107,0.9484,-33.306,0,経路未発見,7
108,0.9479,-33.7233,0,経路未発見,83
109,0.9474,-29.7407,0,経路未発見,95
110,0.9469,-29.8233,0,経路未発見,14
111,0.9465,-29.4087,0,経路未発見,46
112,0.946,-29.3767,0,経路未発見,35
113,0.9455,-27.9273,0,経路未発見,39
114,0.9451,-27.2847,0,経路未発見,51
115,0.9446,-25.1607,0,経路未発見,30
116,0.9441,-23.7113,0,経路未発見,44
117,0.9436,-23.2353,0,経路未発見,154
118,0.9432,-23.2753,0,経路未発見,40
119,0.9427,-23.4687,0,経路未発見,53
120,0.9422,-23.9513,0,経路未発見,78
121,0.9418,-24.206,0,経路未発見,58
122,0.9413,-22.6473,0,経路未発見,21
123,0.9408,-22.822,0,経路未発見,48
124,0.9403,-23.1073,0,経路未発見,60
125,0.9399,-24.75,0,経路未発見,204
126,0.9394,-25.526,0,経路未発見,98
127,0.9389,-25.0113,0,経路未発見,66
128,0.9385,-24.9887,0,経路未発見,53
129,0.938,-21.816,0,経路未発見,56
130,0.9375,-22.94,0,経路未発見,152
131,0.9371,-23.8413,0,経路未発見,160
132,0.9366,-26.378,0,経路未発見,483
133,0.9361,-26.626,0,経路未発見,139
134,0.9357,-27.5847,0,経路未発見,133
135,0.9352,-30.238,0,経路未発見,391
136,0.9347,-30.7927,0,経路未発見,105
137,0.9342,-35.5053,0,経路未発見,483
138,0.9338,-35.2227,0,経路未発見,42
139,0.9333,-34.6893,0,経路未発見,37
140,0.9328,-35.608,0,経路未発見,126
141,0.9324,-35.3853,0,経路未発見,14
142,0.9319,-35.8893,0,経路未発見,71
143,0.9315,-35.8147,0,経路未発見,21
144,0.931,-41.262,0,経路未発見,483
145,0.9305,-41.43,0,経路未発見,42
146,0.9301,-41.446,0,経路未発見,18
147,0.9296,-41.2047,0,経路未発見,37
148,0.9291,-42.566,0,経路未発見,203
149,0.9287,-42.4727,0,経路未発見,30
150,0.9282,-42.0607,0,経路未発見,47
151,0.9277,-41.9874,0,経路未発見,20
152,0.9273,-43.122,0,経路未発見,148
153,0.9268,-43.7527,0,経路未発見,120
154,0.9263,-45.474,0,経路未発見,371
155,0.9259,-44.3847,0,経路未発見,92
156,0.9254,-45.07,0,経路未発見,180
157,0.925,-44.926,0,経路未発見,34
158,0.9245,-44.5153,0,経路未発見,11
159,0.924,-44.3127,0,経路未発見,37
160,0.9236,-43.238,0,経路未発見,11
161,0.9231,-44.8213,0,経路未発見,483
162,0.9226,-41.63,0,経路未発見,21
163,0.9222,-41.1433,0,経路未発見,61
164,0.9217,-41.302,0,経路未発見,126
165,0.9213,-38.4887,0,経路未発見,29
166,0.9208,-38.7433,0,経路未発見,156
167,0.9203,-34.3893,0,経路未発見,50
168,0.9199,-35.0267,0,経路未発見,108
169,0.9194,-36.112,0,経路未発見,167
170,0.919,-35.1067,0,経路未発見,8
171,0.9185,-35.072,0,経路未発見,26
172,0.918,-37.978,0,経路未発見,483
173,0.9176,-38.6473,0,経路未発見,105
174,0.9171,-34.2867,0,経路未発見,146
175,0.9167,-34.2467,0,経路未発見,50
176,0.9162,-34.0547,0,経路未発見,7
177,0.9157,-36.4067,0,経路未発見,376
178,0.9153,-36.4027,0,経路未発見,165
179,0.9148,-36.9733,0,経路未発見,116
180,0.9144,-39.388,0,経路未発見,409
181,0.9139,-40.564,0,経路未発見,142
182,0.9135,-39.7053,0,経路未発見,69
183,0.913,-39.58,0,経路未発見,169
184,0.9125,-37.6053,0,経路未発見,22
185,0.9121,-37.3907,0,経路未発見,62
186,0.9116,-36.5573,0,経路未発見,99
187,0.9112,-36.3253,0,経路未発見,12
188,0.9107,-36.6573,0,経路未発見,53
189,0.9103,-36.976,0,経路未発見,69
190,0.9098,-37.016,0,経路未発見,22
191,0.9094,-35.074,0,経路未発見,112
192,0.9089,-36.0927,0,経路未発見,130
193,0.9084,-36.2847,0,経路未発見,82
194,0.908,-34.926,0,経路未発見,17
195,0.9075,-34.698,0,経路未発見,8
196,0.9071,-36.1367,0,経路未発見,292
197,0.9066,-36.2273,0,経路未発見,71
198,0.9062,-35.4193,0,経路未発見,28
199,0.9057,-34.146,0,経路未発見,8
200,0.9053,-34.6473,0,経路未発見,61
201,0.9048,-36.1673,0,経路未発見,216
202,0.9044,-33.5466,0,経路未発見,133
203,0.9039,-32.9986,0,経路未発見,34
204,0.9035,-31.9733,0,経路未発見,73
205,0.903,-31.7907,0,経路未発見,29
206,0.9026,-34.5187,0,経路未発見,330
207,0.9021,-32.2587,0,経路未発見,70
208,0.9017,-31.096,0,経路未発見,53
209,0.9012,-30.9053,0,経路未発見,66
210,0.9008,-28.3147,0,経路未発見,19
211,0.9003,-28.0347,0,経路未発見,141
212,0.8999,-27.912,0,経路未発見,58
213,0.8994,-27.232,0,経路未発見,29
214,0.899,-27.1653,0,経路未発見,29
215,0.8985,-28.1747,0,経路未発見,204
216,0.8981,-27.968,0,経路未発見,46
217,0.8976,-28.816,0,経路未発見,134
218,0.8972,-31.5527,0,経路未発見,483
219,0.8967,-32.438,0,経路未発見,201
220,0.8963,-37.0773,0,経路未発見,483
221,0.8958,-36.22,0,経路未発見,8
222,0.8954,-37.3893,0,経路未発見,278
223,0.8949,-36.6293,0,経路未発見,15
224,0.8945,-36.812,0,経路未発見,42
225,0.894,-37.1347,0,経路未発見,41
226,0.8936,-34.9427,0,経路未発見,54
227,0.8931,-34.724,0,経路未発見,30
228,0.8927,-34.9973,0,経路未発見,45
229,0.8922,-34.9187,0,経路未発見,8
230,0.8918,-34.5467,0,経路未発見,46
231,0.8913,-33.0733,0,経路未発見,21
232,0.8909,-32.3667,0,経路未発見,40
233,0.8905,-33.416,0,経路未発見,164
234,0.89,-37.7273,0,経路未発見,483
235,0.8896,-40.492,0,経路未発見,483
236,0.8891,-38.4947,0,経路未発見,99
237,0.8887,-37.9813,0,経路未発見,6
238,0.8882,-37.628,0,経路未発見,18
239,0.8878,-37.98,0,経路未発見,121
240,0.8873,-38.1227,0,経路未発見,29
241,0.8869,-37.3453,0,経路未発見,87
242,0.8865,-37.2947,0,経路未発見,39
243,0.886,-37.888,0,経路未発見,96
244,0.8856,-37.9933,0,経路未発見,56
245,0.8851,-37.8107,0,経路未発見,150
246,0.8847,-38.008,0,経路未発見,99
247,0.8842,-37.6587,0,経路未発見,82
248,0.8838,-34.5913,0,経路未発見,14
249,0.8834,-33.482,0,経路未発見,53
250,0.8829,-28.8907,0,経路未発見,39
251,0.8825,-29.776,0,経路未発見,83
252,0.882,-27.6053,0,経路未発見,13
253,0.8816,-28.1427,0,経路未発見,93
254,0.8812,-27.9227,0,経路未発見,8
255,0.8807,-28.2653,0,経路未発見,91
256,0.8803,-28.5747,0,経路未発見,102
257,0.8798,-29.1893,0,経路未発見,94
258,0.8794,-29.316,0,経路未発見,81
259,0.879,-30.476,0,経路未発見,118
260,0.8785,-30.7213,0,経路未発見,59
261,0.8781,-30.9987,0,経路未発見,53
262,0.8776,-30.8373,0,経路未発見,16
263,0.8772,-30.116,0,経路未発見,90
264,0.8768,-25.506,0,経路未発見,6
265,0.8763,-22.8133,0,経路未発見,45
266,0.8759,-22.3987,0,経路未発見,66
267,0.8754,-22.644,0,経路未発見,38
268,0.875,-23.2307,0,経路未発見,76
269,0.8746,-22.7573,0,経路未発見,53
270,0.8741,-22.9627,0,経路未発見,50
271,0.8737,-23.6187,0,経路未発見,149
272,0.8733,-25.0173,0,経路未発見,253
273,0.8728,-24.3387,0,経路未発見,41
274,0.8724,-27.2893,0,経路未発見,313
275,0.8719,-25.98,0,経路未発見,4
276,0.8715,-25.308,0,経路未発見,13
277,0.8711,-25.532,0,経路未発見,117
278,0.8706,-25.856,0,経路未発見,65
279,0.8702,-25.6787,0,経路未発見,13
280,0.8698,-25.616,0,経路未発見,13
281,0.8693,-24.848,0,経路未発見,20
282,0.8689,-24.9813,0,経路未発見,37
283,0.8685,-25.0267,0,経路未発見,70
284,0.868,-25.132,0,経路未発見,32
285,0.8676,-24.8213,0,経路未発見,65
286,0.8672,-24.4267,0,経路未発見,28
287,0.8667,-26.928,0,経路未発見,393
288,0.8663,-27.5333,0,経路未発見,140
289,0.8659,-26.5213,0,経路未発見,22
290,0.8654,-26.4653,0,経路未発見,36
291,0.865,-26.144,0,経路未発見,28
292,0.8646,-26.944,0,経路未発見,103
293,0.8641,-26.784,0,経路未発見,65
294,0.8637,-29.4353,0,経路未発見,483
295,0.8633,-29.8113,0,経路未発見,94
296,0.8628,-29.5073,0,経路未発見,18
297,0.8624,-29.758,0,経路未発見,74
298,0.862,-29.2807,0,経路未発見,43
299,0.8615,-30.9713,0,経路未発見,262
300,0.8611,-30.7313,0,経路未発見,60
301,0.8607,-30.4607,0,経路未発見,113
302,0.8603,-29.53,0,経路未発見,107
303,0.8598,-30.2247,0,経路未発見,133
304,0.8594,-27.014,0,経路未発見,8
305,0.859,-27.0847,0,経路未発見,21
306,0.8585,-27.082,0,経路未発見,11
307,0.8581,-26.434,0,経路未発見,30
308,0.8577,-26.026,0,経路未発見,6
309,0.8572,-26.8753,0,経路未発見,164
310,0.8568,-27.0967,0,経路未発見,65
311,0.8564,-27.8247,0,経路未発見,129
312,0.856,-28.2967,0,経路未発見,101
313,0.8555,-28.038,0,経路未発見,66
314,0.8551,-28.4193,0,経路未発見,115
315,0.8547,-28.3607,0,経路未発見,40
316,0.8543,-28.6407,0,経路未発見,48
317,0.8538,-25.7047,0,経路未発見,49
318,0.8534,-26.3993,0,経路未発見,161
319,0.853,-26.602,0,経路未発見,60
320,0.8525,-30.232,0,経路未発見,483
321,0.8521,-30.3973,0,経路未発見,57
322,0.8517,-30.8773,0,経路未発見,169
323,0.8513,-31.02,0,経路未発見,98
324,0.8508,-31.944,0,経路未発見,483
325,0.8504,-33.916,0,経路未発見,329
326,0.85,-34.2053,0,経路未発見,76
327,0.8496,-33.796,0,経路未発見,16
328,0.8491,-33.5987,0,経路未発見,9
329,0.8487,-31.5107,0,経路未発見,21
330,0.8483,-31.232,0,経路未発見,5
331,0.8479,-30.832,0,経路未発見,41
332,0.8474,-30.2973,0,経路未発見,27
333,0.847,-29.4573,0,経路未発見,10
334,0.8466,-30.7787,0,経路未発見,203
335,0.8462,-33.652,0,経路未発見,319
336,0.8458,-33.84,0,経路未発見,40
337,0.8453,-34.1827,0,経路未発見,94
338,0.8449,-37.234,0,経路未発見,483
339,0.8445,-36.366,0,経路未発見,18
340,0.8441,-37.0487,0,経路未発見,116
341,0.8436,-36.762,0,経路未発見,68
342,0.8432,-36.074,0,経路未発見,8
343,0.8428,-36.754,0,経路未発見,177
344,0.8424,-36.3247,0,経路未発見,34
345,0.842,-36.3447,0,経路未発見,86
346,0.8415,-36.4487,0,経路未発見,50
347,0.8411,-37.0473,0,経路未発見,162
348,0.8407,-35.302,0,経路未発見,13
349,0.8403,-36.654,0,経路未発見,238
350,0.8399,-32.8627,0,経路未発見,31
351,0.8394,-32.62,0,経路未発見,8
352,0.839,-31.596,0,経路未発見,37
353,0.8386,-31.3533,0,経路未発見,101
354,0.8382,-28.6127,0,経路未発見,171
355,0.8378,-26.11,0,経路未発見,24
356,0.8373,-25.946,0,経路未発見,17
357,0.8369,-26.4167,0,経路未発見,73
358,0.8365,-27.3833,0,経路未発見,164
359,0.8361,-29.282,0,経路未発見,290
360,0.8357,-29.3993,0,経路未発見,17
361,0.8352,-29.082,0,経路未発見,12
362,0.8348,-30.014,0,経路未発見,139
363,0.8344,-30.4153,0,経路未発見,62
364,0.834,-29.3593,0,経路未発見,57
365,0.8336,-26.6633,0,経路未発見,19
366,0.8332,-26.9913,0,経路未発見,56
367,0.8327,-26.7087,0,経路未発見,34
368,0.8323,-24.3733,0,経路未発見,95
369,0.8319,-24.52,0,経路未発見,33
370,0.8315,-23.7973,0,経路未発見,54
371,0.8311,-23.6867,0,経路未発見,73
372,0.8307,-24.8627,0,経路未発見,187
373,0.8302,-23.7987,0,経路未発見,6
374,0.8298,-25.224,0,経路未発見,250
375,0.8294,-25.3787,0,経路未発見,59
376,0.829,-24.88,0,経路未発見,18
377,0.8286,-24.5467,0,経路未発見,146
378,0.8282,-24.816,0,経路未発見,44
379,0.8278,-23.2133,0,経路未発見,24
380,0.8273,-23.4733,0,経路未発見,94
381,0.8269,-23.6133,0,経路未発見,35
382,0.8265,-23.2933,0,経路未発見,6
383,0.8261,-23.2373,0,経路未発見,83
384,0.8257,-22.848,0,経路未発見,74
385,0.8253,-22.7533,0,経路未発見,8
386,0.8249,-22.6707,0,経路未発見,12
387,0.8245,-22.244,0,経路未発見,28
388,0.824,-21.3373,0,経路未発見,33
389,0.8236,-21.1347,0,経路未発見,233
390,0.8232,-21.148,0,経路未発見,27
391,0.8228,-21.2627,0,経路未発見,22
392,0.8224,-20.5027,0,経路未発見,44
393,0.822,-20.096,0,経路未発見,6
394,0.8216,-20.0613,0,経路未発見,31
395,0.8212,-19.8787,0,経路未発見,17
396,0.8208,-19.536,0,経路未発見,27
397,0.8203,-19.9467,0,経路未発見,81
398,0.8199,-19.8173,0,経路未発見,66
399,0.8195,-19.672,0,経路未発見,40
400,0.8191,-19.556,0,経路未発見,41
401,0.8187,-19.2093,0,経路未発見,27
402,0.8183,-18.4693,0,経路未発見,52
403,0.8179,-18.4653,0,経路未発見,5
404,0.8175,-17.4253,0,経路未発見,73
405,0.8171,-17.588,0,経路未発見,86
406,0.8167,-17.9093,0,経路未発見,52
407,0.8162,-17.312,0,経路未発見,11
408,0.8158,-17.5747,0,経路未発見,124
409,0.8154,-18.2013,0,経路未発見,114
410,0.815,-18.4547,0,経路未発見,72
411,0.8146,-18.6787,0,経路未発見,80
412,0.8142,-19.1653,0,経路未発見,64
413,0.8138,-19.3933,0,経路未発見,106
414,0.8134,-19.196,0,経路未発見,40
415,0.813,-19.356,0,経路未発見,33
416,0.8126,-19.66,0,経路未発見,50
417,0.8122,-20.1867,0,経路未発見,89
418,0.8118,-21.0147,0,経路未発見,176
419,0.8114,-19.3253,0,経路未発見,24
420,0.811,-21.1787,0,経路未発見,262
421,0.8106,-21.232,0,経路未発見,43
422,0.8101,-20.9827,0,経路未発見,26
423,0.8097,-21.0347,0,経路未発見,24
424,0.8093,-21.2373,0,経路未発見,75
425,0.8089,-21.304,0,経路未発見,29
426,0.8085,-21.1813,0,経路未発見,11
427,0.8081,-20.6307,0,経路未発見,8
428,0.8077,-20.0467,0,経路未発見,8
429,0.8073,-20.0267,0,経路未発見,23
430,0.8069,-19.884,0,経路未発見,12
431,0.8065,-20.0973,0,経路未発見,54
432,0.8061,-19.784,0,経路未発見,34
433,0.8057,-19.9067,0,経路未発見,21
434,0.8053,-19.8027,0,経路未発見,63
435,0.8049,-19.768,0,経路未発見,97
436,0.8045,-19.74,0,経路未発見,35
437,0.8041,-19.728,0,経路未発見,19
438,0.8037,-19.9013,0,経路未発見,67
439,0.8033,-19.2093,0,経路未発見,15
440,0.8029,-18.5093,0,経路未発見,5
441,0.8025,-18.456,0,経路未発見,30
442,0.8021,-18.1867,0,経路未発見,34
443,0.8017,-19.9387,0,経路未発見,338
444,0.8013,-19.6653,0,経路未発見,8
445,0.8009,-19.5053,0,経路未発見,8
446,0.8005,-19.24,0,経路未発見,20
447,0.8001,-19.3307,0,経路未発見,75
448,0.7997,-18.6693,0,経路未発見,27
449,0.7993,-19.0707,0,経路未発見,90
450,0.7989,-17.144,0,経路未発見,8
451,0.7985,-17.772,0,経路未発見,150
452,0.7981,-18.3853,0,経路未発見,106
453,0.7977,-18.5227,0,経路未発見,48
454,0.7973,-18.036,0,経路未発見,6
455,0.7969,-18.4813,0,経路未発見,107
456,0.7965,-18.7107,0,経路未発見,31
457,0.7961,-18.8027,0,経路未発見,22
458,0.7957,-19.3613,0,経路未発見,101
459,0.7953,-19.3427,0,経路未発見,9
460,0.7949,-19.3173,0,経路未発見,10
461,0.7945,-19.792,0,経路未発見,116
462,0.7941,-19.6413,0,経路未発見,8
463,0.7937,-19.7053,0,経路未発見,50
464,0.7933,-22.628,0,経路未発見,390
465,0.7929,-22.108,0,経路未発見,12
466,0.7925,-22.7533,0,経路未発見,124
467,0.7921,-22.66,0,経路未発見,6
468,0.7917,-21.8667,0,経路未発見,4
469,0.7913,-22.4893,0,経路未発見,145
470,0.7909,-22.52,0,経路未発見,7
471,0.7905,-22.312,0,経路未発見,26
472,0.7901,-22.0987,0,経路未発見,7
473,0.7897,-20.156,0,経路未発見,54
474,0.7894,-20.648,0,経路未発見,71
475,0.789,-21.22,0,経路未発見,78
476,0.7886,-21.1347,0,経路未発見,13
477,0.7882,-20.4093,0,経路未発見,6
478,0.7878,-21.3907,0,経路未発見,155
479,0.7874,-21.4973,0,経路未発見,83
480,0.787,-21.9453,0,経路未発見,78
481,0.7866,-22.2853,0,経路未発見,142
482,0.7862,-21.7293,0,経路未発見,33
483,0.7858,-21.7093,0,経路未発見,36
484,0.7854,-21.856,0,経路未発見,21
485,0.785,-21.652,0,経路未発見,70
486,0.7846,-25.2527,0,経路未発見,483
487,0.7842,-25.634,0,経路未発見,90
488,0.7838,-25.2673,0,経路未発見,19
489,0.7835,-25.306,0,経路未発見,21
490,0.7831,-25.562,0,経路未発見,75
491,0.7827,-24.842,0,経路未発見,22
492,0.7823,-24.8753,0,経路未発見,12
493,0.7819,-24.8847,0,経路未発見,46
494,0.7815,-21.5727,0,経路未発見,8
495,0.7811,-21.6913,0,経路未発見,56
496,0.7807,-20.866,0,経路未発見,29
497,0.7803,-21.1247,0,経路未発見,29
498,0.7799,-21.8633,0,経路未発見,93
499,0.7795,-21.3593,0,経路未発見,26
500,0.7792,-21.4767,0,経路未発見,19
501,0.7788,-22.1233,0,経路未発見,110
502,0.7784,-25.2673,0,経路未発見,396
503,0.778,-24.874,0,経路未発見,4
504,0.7776,-24.4127,0,経路未発見,29
505,0.7772,-23.85,0,経路未発見,17
506,0.7768,-24.0513,0,経路未発見,33
507,0.7764,-24.5873,0,経路未発見,80
508,0.776,-23.33,0,経路未発見,8
509,0.7757,-23.0913,0,経路未発見,69
510,0.7753,-23.0927,0,経路未発見,125
511,0.7749,-22.1207,0,経路未発見,42
512,0.7745,-22.478,0,経路未発見,56
513,0.7741,-22.3793,0,経路未発見,19
514,0.7737,-22.6167,0,経路未発見,66
515,0.7733,-22.6007,0,経路未発見,46
516,0.7729,-18.8067,0,経路未発見,21
517,0.7726,-20.672,0,経路未発見,268
518,0.7722,-20.7253,0,経路未発見,21
519,0.7718,-20.62,0,経路未発見,16
520,0.7714,-21.1013,0,経路未発見,109
521,0.771,-21.1307,0,経路未発見,25
522,0.7706,-21.4187,0,経路未発見,76
523,0.7702,-21.7573,0,経路未発見,61
524,0.7699,-22.288,0,経路未発見,73
525,0.7695,-22.24,0,経路未発見,25
526,0.7691,-22.084,0,経路未発見,5
527,0.7687,-22.176,0,経路未発見,43
528,0.7683,-21.6733,0,経路未発見,31
529,0.7679,-21.5693,0,経路未発見,24
530,0.7676,-21.5387,0,経路未発見,36
531,0.7672,-20.8307,0,経路未発見,18
532,0.7668,-17.66,0,経路未発見,6
533,0.7664,-17.8613,0,経路未発見,24
534,0.766,-18.5653,0,経路未発見,108
535,0.7656,-18.5707,0,経路未発見,21
536,0.7653,-18.3587,0,経路未発見,5
537,0.7649,-17.9747,0,経路未発見,25
538,0.7645,-18.2133,0,経路未発見,37
539,0.7641,-18.2707,0,経路未発見,57
540,0.7637,-18.8253,0,経路未発見,127
541,0.7633,-19.3853,0,経路未発見,85
542,0.763,-19.0347,0,経路未発見,17
543,0.7626,-19.056,0,経路未発見,26
544,0.7622,-18.8093,0,経路未発見,16
545,0.7618,-18.6027,0,経路未発見,24
546,0.7614,-18.5333,0,経路未発見,26
547,0.7611,-19.67,0,経路未発見,483
548,0.7607,-21.678,0,経路未発見,324
549,0.7603,-22.0113,0,経路未発見,71
550,0.7599,-23.4273,0,経路未発見,300
551,0.7595,-23.5687,0,経路未発見,36
552,0.7592,-23.222,0,経路未発見,6
553,0.7588,-22.6993,0,経路未発見,12
554,0.7584,-22.278,0,経路未発見,14
555,0.758,-24.166,0,経路未発見,327
556,0.7576,-24.666,0,経路未発見,65
557,0.7573,-24.622,0,経路未発見,41
558,0.7569,-24.694,0,経路未発見,76
559,0.7565,-25.01,0,経路未発見,60
560,0.7561,-25.706,0,経路未発見,127
561,0.7557,-27.7767,0,経路未発見,243
562,0.7554,-27.83,0,経路未発見,8
563,0.755,-28.0447,0,経路未発見,69
564,0.7546,-27.9073,0,経路未発見,91
565,0.7542,-28.1247,0,経路未発見,48
566,0.7539,-28.1847,0,経路未発見,14
567,0.7535,-28.3233,0,経路未発見,53
568,0.7531,-28.0793,0,経路未発見,4
569,0.7527,-27.7047,0,経路未発見,7
570,0.7524,-26.6713,0,経路未発見,5
571,0.752,-26.3713,0,経路未発見,101
572,0.7516,-26.538,0,経路未発見,63
573,0.7512,-26.446,0,経路未発見,6
574,0.7508,-26.4033,0,経路未発見,22
575,0.7505,-26.8807,0,経路未発見,111
576,0.7501,-26.922,0,経路未発見,17
577,0.7497,-23.3906,0,経路未発見,4
578,0.7493,-21.336,0,経路未発見,40
579,0.749,-21.2213,0,経路未発見,42
580,0.7486,-19.2187,0,経路未発見,30
581,0.7482,-19.6173,0,経路未発見,131
582,0.7479,-19.736,0,経路未発見,21
583,0.7475,-20.0747,0,経路未発見,38
584,0.7471,-20.488,0,経路未発見,68
585,0.7467,-18.6133,0,経路未発見,16
586,0.7464,-19.7427,0,経路未発見,220
587,0.746,-19.7627,0,経路未発見,44
588,0.7456,-19.8813,0,経路未発見,49
589,0.7452,-19.8453,0,経路未発見,39
590,0.7449,-19.232,0,経路未発見,39
591,0.7445,-17.3827,0,経路未発見,42
592,0.7441,-17.5507,0,経路未発見,39
593,0.7437,-17.1947,0,経路未発見,13
594,0.7434,-16.6013,0,経路未発見,9
595,0.743,-17.448,0,経路未発見,146
596,0.7426,-17.4,0,経路未発見,16
597,0.7423,-17.5427,0,経路未発見,63
598,0.7419,-17.6467,0,経路未発見,39
599,0.7415,-17.6987,0,経路未発見,10
600,0.7411,-18.4053,0,経路未発見,98
601,0.7408,-18.2773,0,経路未発見,25
602,0.7404,-18.2253,0,経路未発見,33
603,0.74,-18.3533,0,経路未発見,26
604,0.7397,-18.284,0,経路未発見,8
605,0.7393,-17.7107,0,経路未発見,9
606,0.7389,-19.0653,0,経路未発見,182
607,0.7386,-20.052,0,経路未発見,181
608,0.7382,-22.7133,0,経路未発見,334
609,0.7378,-22.7613,0,経路未発見,47
610,0.7375,-22.6027,0,経路未発見,4
611,0.7371,-22.2547,0,経路未発見,100
612,0.7367,-22.1933,0,経路未発見,13
613,0.7363,-22.38,0,経路未発見,58
614,0.736,-22.3013,0,経路未発見,95
615,0.7356,-22.3,0,経路未発見,65
616,0.7352,-21.3187,0,経路未発見,121
617,0.7349,-21.08,0,経路未発見,15
618,0.7345,-20.7147,0,経路未発見,12
619,0.7341,-20.872,0,経路未発見,131
